"app","agent"
"com.mqdp.location.infections","MobileAsset/1.1"
"com.mqdp.location.infections","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
"com.mqdp.location.infections","securityd (unknown version) CFNetwork/711.4.6 Darwin/14.0.0"
"com.maxwell.babykicksfree","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.maxwell.babykicksfree","AdSheet/1.0 CFNetwork/711.4.6 Darwin/14.0.0"
"com.maxwell.babykicksfree","server-bag [iPhone OS,8.4,12H143,iPad4,4]"
"com.maxwell.babykicksfree","StoreKitUIService/1.0 iOS/8.4 model/iPad4,4 build/12H143 (5; dt:103)"
"com.twentyfour.my24","My24 2.7.5 rv:637 (iPad; iPhone OS 8.4; en_CA)"
"com.twentyfour.my24","My24/637 CFNetwork/711.4.6 Darwin/14.0.0"
"com.chu.discountcalculator","MobileAsset/1.1"
"com.chu.discountcalculator","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
"com.chu.discountcalculator","securityd (unknown version) CFNetwork/711.4.6 Darwin/14.0.0"
"com.chu.discountcalculator","com.apple.mobilesafari/8.0 iOS/8.4 model/iPad4,4 build/12H143 (5; dt:103)"
"com.chu.discountcalculator","com.apple.siri.analyzer/1 CFNetwork/711.4.6 Darwin/14.0.0"
"com.them.lockscreen","LSMagic/1423906321 CFNetwork/711.4.6 Darwin/14.0.0"
"com.them.lockscreen","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.them.lockscreen","AdSheet/1.0 CFNetwork/711.4.6 Darwin/14.0.0"
"com.them.lockscreen","StoreKitUIService/1.0 iOS/8.4 model/iPad4,4 build/12H143 (5; dt:103)"
"com.hangtime.meerkat","MobileAsset/1.1"
"com.lsn.localnews146","apple;iPad4,4/iPhone OS;8.4/CoxNewsAppWSBTV;4.0.5"
"com.lsn.localnews146","Mozilla/5.0 (iPad; U; CPU iPhone OS 8_4 like Mac OS X; en-CA) CoxNewsAppWSBTV/2182"
"com.lsn.localnews146","CoxNewsAppWSBTV/2182 CFNetwork/711.4.6 Darwin/14.0.0"
"com.lsn.localnews146","AppleCoreMedia/1.0.0.12H143 (iPad; U; CPU OS 8_4 like Mac OS X; en_us)"
"com.lsn.localnews146","Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.taapuna.dcmetromap","MobileAsset/1.1"
"com.taapuna.dcmetromap","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
"com.taapuna.dcmetromap","MobileSafari/600.1.4 CFNetwork/711.4.6 Darwin/14.0.0"
"com.taapuna.dcmetromap","com.apple.mobilesafari/8.0 iOS/8.4 model/iPad4,4 build/12H143 (5; dt:103)"
"com.relayrides.ios.relayrides","GeoServices/982.64 CFNetwork/711.4.6 Darwin/14.0.0"
"com.relayrides.ios.relayrides","MobileAsset/1.1"
"4myyv8g5vr.com.netspend","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143 (399965952)"
"com.keybank.mobile","mBanking 3.3.9.399 ios-smartphone; Appcelerator Titanium/3.2.1.iOS8_iPhone6 (iPad/8.4; iPhone OS; en_CA;)"
"com.keybank.mobile","GeoServices/982.64 CFNetwork/711.4.6 Darwin/14.0.0"
"com.generamobile.mymoviemaker","mymoviemaker/1.0.2 CFNetwork/711.4.6 Darwin/14.0.0"
"com.mlbam.toprank","TopRank/1.0.0 CFNetwork/711.4.6 Darwin/14.0.0"
"com.mlbam.toprank","AppleCoreMedia/1.0.0.12H143 (iPad; U; CPU OS 8_4 like Mac OS X; en_us)"
"com.newssynergy.chicagosuntimes","ChicagoSunTimes/47 CFNetwork/711.4.6 Darwin/14.0.0"
"com.newssynergy.chicagosuntimes","Mozilla/5.0 (iPad; U; CPU iPhone OS 8_4 like Mac OS X; en-CA) ChicagoSunTimes/47"
"com.newssynergy.chicagosuntimes","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.newssynergy.chicagosuntimes","MobileAsset/1.1"
"com.newssynergy.chicagosuntimes","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
"com.dsrtech.color-splurge","ColorSplurge/3.6 CFNetwork/711.4.6 Darwin/14.0.0"
"com.dsrtech.color-splurge","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.dsrtech.color-splurge","AppStore/2.0 iOS/8.4 model/iPad4,4 build/12H143 (5; dt:103)"
"com.dsrtech.color-splurge","MobileAsset/1.1"
"com.dsrtech.color-splurge","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
"com.stormyprods.radioparadise","RadioParadise/2.5.1 CFNetwork/711.4.6 Darwin/14.0.0"
"com.stormyprods.radioparadise","Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.cbsradio.cbsradioplayer","cbsradioplayer/253 CFNetwork/711.4.6 Darwin/14.0.0"
"com.cbsradio.cbsradioplayer","cbsradioplayer/4.2.2 (iPad; iOS 8.4; Scale/2.00)"
"com.cbsradio.cbsradioplayer","server-bag [iPhone OS,8.4,12H143,iPad4,4]"
"com.mycompanyname.tvquran","%D9%82%D8%B1%D8%A7%D9%86%D9%8A/2.1 CFNetwork/711.4.6 Darwin/14.0.0"
"com.swartzent.agemyfacepro","AgeMyFaceRemixPro/7.0 CFNetwork/711.4.6 Darwin/14.0.0"
"com.swartzent.agemyfacepro","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.avvo.lastcall","MobileAsset/1.1"
"com.avvo.lastcall","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
"gettaxi.co.uk","GetTaxi/6010012 CFNetwork/711.4.6 Darwin/14.0.0"
"com.ilegendsoft.photoframefree","PicFrame%20Free/125 CFNetwork/711.4.6 Darwin/14.0.0"
"com.ilegendsoft.photoframefree","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.locationet.amaze","amAze/5.3.1 CFNetwork/711.4.6 Darwin/14.0.0"
"com.drizly.drizly","MobileAsset/1.1"
"com.drizly.drizly","com.apple.siri.analyzer/1 CFNetwork/711.4.6 Darwin/14.0.0"
"com.geico.glovebox","GEICO/34.28 CFNetwork/711.4.6 Darwin/14.0.0"
"com.geico.glovebox","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X; en-CA)"
"com.stocktouch.stocktouch","StockTouch/4.0 CFNetwork/711.4.6 Darwin/14.0.0"
"com.stocktouch.stocktouch","MobileAsset/1.1"
"com.stocktouch.stocktouch","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
"com.stocktouch.stocktouch","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.roku.ios.roku","Roku/2148382 CFNetwork/711.4.6 Darwin/14.0.0"
"com.stofledesigns.dicewithbuddiesfree","DiceWithBuddiesFree/6008 CFNetwork/711.4.6 Darwin/14.0.0"
"com.stofledesigns.dicewithbuddiesfree","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.stofledesigns.dicewithbuddiesfree","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
"com.turner.cnvideoapp","CN/454 CFNetwork/711.4.6 Darwin/14.0.0"
"com.turner.cnvideoapp","Mozilla/5.0 (iPad; U; CPU iPhone OS 8_4 like Mac OS X; en-CA) CN/454"
"com.appeum.mortgagecalculatorpad","Mortgage/3.4.2 CFNetwork/711.4.6 Darwin/14.0.0"
"com.appeum.mortgagecalculatorpad","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.appeum.mortgagecalculatorpad","MobileAsset/1.1"
"com.appeum.mortgagecalculatorpad","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
"com.tcf.tcf","GeoServices/982.64 CFNetwork/711.4.6 Darwin/14.0.0"
"com.waveline.nabd","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.waveline.nabd","Nabd/2.9 CFNetwork/711.4.6 Darwin/14.0.0"
"com.fusepowered.jaws2","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.fusepowered.jaws2","JawsRevenge/1.6.71 CFNetwork/711.4.6 Darwin/14.0.0"
"com.yinzcam.nfl.colts","Colts/14 CFNetwork/711.4.6 Darwin/14.0.0"
"com.yinzcam.nfl.colts","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X; en-CA)"
"com.yinzcam.nfl.colts","AppleCoreMedia/1.0.0.12H143 (iPad; U; CPU OS 8_4 like Mac OS X; en_us)"
"com.yinzcam.nfl.colts","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.raycommedia.wave.wsi","WAVE%20Radar/3.7.501 CFNetwork/711.4.6 Darwin/14.0.0"
"com.raycommedia.wave.wsi","GeoServices/982.64 CFNetwork/711.4.6 Darwin/14.0.0"
"com.raycommedia.wave.wsi","3LGGKPX65B.com.raycommedia.wave.wsi"
"com.raycommedia.wave.wsi","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.tvalabama.-340-weather","3340%20Weather/2.7.17 CFNetwork/711.4.6 Darwin/14.0.0"
"com.tvalabama.-340-weather","GeoServices/982.64 CFNetwork/711.4.6 Darwin/14.0.0"
"com.tvalabama.-340-weather","MobileAsset/1.1"
"com.tvalabama.-340-weather","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
"com.tvalabama.-340-weather","securityd (unknown version) CFNetwork/711.4.6 Darwin/14.0.0"
"com.tvalabama.-340-weather","8EW64BQT66.com.tvalabama.-340-Weather"
"com.imago.lab","Smart%20Medical/1.3.8 CFNetwork/711.4.6 Darwin/14.0.0"
"com.imago.lab","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.imago.lab","MobileAsset/1.1"
"com.imago.lab","securityd (unknown version) CFNetwork/711.4.6 Darwin/14.0.0"
"com.kiwiobjects.vb01iap","VisualBudget/1.291 CFNetwork/711.4.6 Darwin/14.0.0"
"com.polygonplay.kids-fish-game","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.storytree.simpleprints","simpleprints/3701 (iPad; iOS 8.4; Scale/2.00)"
"com.storytree.simpleprints","simpleprints/3701 CFNetwork/711.4.6 Darwin/14.0.0"
"com.storytree.simpleprints","MobileAsset/1.1"
"com.euclidus.fx.math","FX%20Math%202.0/5.6 CFNetwork/711.4.6 Darwin/14.0.0"
"com.weberstephen.freeapp","weber_free_app/90 (iPad; iOS 8.4; Scale/2.00)"
"com.weberstephen.freeapp","weber_free_app/90 CFNetwork/711.4.6 Darwin/14.0.0"
"com.weberstephen.freeapp","AppleCoreMedia/1.0.0.12H143 (iPad; U; CPU OS 8_4 like Mac OS X; en_us)"
"com.kyk.emoji3free","Emoji%20Free/1 CFNetwork/711.4.6 Darwin/14.0.0"
"com.kyk.emoji3free","Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.kyk.emoji3free","MobileAsset/1.1"
"com.lsn.localnews323","pns-hou/15004.1.4774 (iPad4,4; iOS 8.4; Scale/2.00)"
"com.lsn.localnews323","pns-hou/15004.1.4774 CFNetwork/711.4.6 Darwin/14.0.0"
"com.lsn.localnews323","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143 QuantcastSDK/iOS_1.4.7/17pgqjf69sjtnolw-qd05r024v4jv0b9g"
"com.intuit.gopayment","557365722d4167656e743a200d0a"
"com.intuit.gopayment","GoPayment/6.1.0 CFNetwork/711.4.6 Darwin/14.0.0"
"com.bestbuy.buyphone","buyphone/9.2.2 CFNetwork/711.4.6 Darwin/14.0.0"
"com.bestbuy.buyphone","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X; en-CA)"
"com.bestbuy.buyphone","AppStore/2.0 iOS/8.4 model/iPad4,4 build/12H143 (5; dt:103)"
"com.ionaudio.apprentice","Apprentice/1.5 CFNetwork/711.4.6 Darwin/14.0.0"
"com.cwd.nov21","ConsumerWatchdog/1.5 CFNetwork/711.4.6 Darwin/14.0.0"
"com.presselite.typewalkfree","Type%20&%20Walk/1.5 CFNetwork/711.4.6 Darwin/14.0.0"
"com.presselite.typewalkfree","Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.presselite.typewalkfree","StoreKitUIService/1.0 iOS/8.4 model/iPad4,4 build/12H143 (5; dt:103)"
"com.presselite.typewalkfree","AppStore/2.0 iOS/8.4 model/iPad4,4 build/12H143 (5; dt:103)"
"com.slader.sladerreader","Slader/177 CFNetwork/711.4.6 Darwin/14.0.0"
"com.slader.sladerreader","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.slader.sladerreader","securityd (unknown version) CFNetwork/711.4.6 Darwin/14.0.0"
"com.slader.sladerreader","MobileAsset/1.1"
"com.slader.sladerreader","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
"com.nbcuni.nbcconnecticut.weather","CT%20Weather/2.7.16 CFNetwork/711.4.6 Darwin/14.0.0"
"com.nbcuni.nbcconnecticut.weather","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X; en-CA)"
"com.nbcuni.nbcconnecticut.weather","GeoServices/982.64 CFNetwork/711.4.6 Darwin/14.0.0"
"com.nbcuni.nbcconnecticut.weather","VFBSD3EVJ3.com.nbcuni.nbcconnecticut.weather"
"com.nbcuni.nbcconnecticut.weather","Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.mobgen.pimpmytext","Pimp%20My%20Text%20Lite/8.0.1 CFNetwork/711.4.6 Darwin/14.0.0"
"com.mobgen.pimpmytext","MobileAsset/1.1"
"com.mobgen.pimpmytext","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
"com.mobgen.pimpmytext","AppStore/2.0 iOS/8.4 model/iPad4,4 build/12H143 (5; dt:103)"
"com.roadahead.roadahead","RoadAhead/140925 CFNetwork/711.4.6 Darwin/14.0.0"
"com.roadahead.roadahead","GeoServices/982.64 CFNetwork/711.4.6 Darwin/14.0.0"
"com.roadahead.roadahead","SZ2EMWPXQR.com.RoadAhead.RoadAhead"
"com.opubco.oklahoman","Oklahoman/4.1.1.1 CFNetwork/711.4.6 Darwin/14.0.0"
"com.opubco.oklahoman","itunesstored/1.0 iOS/8.4 model/iPad4,4 build/12H143 (5; dt:103)"
"com.opubco.oklahoman","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.scoresandodds.iphone","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.freecloud.stackthecountrieslite","Stack%20the%20Countries%20Lite/2.5 CFNetwork/711.4.6 Darwin/14.0.0"
"com.emergencystandard.ice","com.apple.siri.analyzer/1 CFNetwork/711.4.6 Darwin/14.0.0"
"com.ovguide.app","OVGuide/5.2 CFNetwork/711.4.6 Darwin/14.0.0"
"com.ovguide.app","AppleCoreMedia/1.0.0.12H143 (iPad; U; CPU OS 8_4 like Mac OS X; en_us)"
"com.ovguide.app","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143 QuantcastSDK/iOS_1.4.6/0mm6gw1dhtbpgbpg-73n7uvpzm0e5jc2k"
"com.ovguide.app","securityd (unknown version) CFNetwork/711.4.6 Darwin/14.0.0"
"com.lynxapp.5atma","Khatma/3.2 CFNetwork/711.4.6 Darwin/14.0.0"
"com.lynxapp.5atma","Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.lynxapp.5atma","GoogleAnalytics/1.4 (iPad; U; CPU iPhone OS 8.4 like Mac OS X; ar-ca)"
"com.coupons.coupons","Coupons/3.2.1.1 CFNetwork/711.4.6 Darwin/14.0.0"
"com.coupons.coupons","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.coupons.coupons","securityd (unknown version) CFNetwork/711.4.6 Darwin/14.0.0"
"com.toptencappers.iodds","Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.toptencappers.iodds","iOdds/3.8.1 CFNetwork/711.4.6 Darwin/14.0.0"
"com.toptencappers.iodds","com.apple.siri.analyzer/1 CFNetwork/711.4.6 Darwin/14.0.0"
"com.danielchoi.openmbta","OpenMBTA/1.4.1 CFNetwork/711.4.6 Darwin/14.0.0"
"com.danielchoi.openmbta","GeoServices/982.64 CFNetwork/711.4.6 Darwin/14.0.0"
"com.danielchoi.openmbta","7YS3XLR6HL.com.danielchoi.openMBTA"
"com.maxwell.dailywaterfree","AppStore/2.0 iOS/8.4 model/iPad4,4 build/12H143 (5; dt:103)"
"com.yellowbook.search","Mozilla/5.0 (iPad; U; CPU iPhone OS 8_4 like Mac OS X; en-CA) HibuSearch/220429"
"com.yellowbook.search","HibuSearch/220429 (iPad; iOS 8.4; Scale/2.00)"
"fullington.john.usweatherfree","USWeather 2.0.2 rv:1002 (iPad; iPhone OS 8.4; en_CA)"
"fullington.john.usweatherfree","USWeather/1002 CFNetwork/711.4.6 Darwin/14.0.0"
"fullington.john.usweatherfree","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.rosettastone.kids.bubbles","bubbles/1.0.4 CFNetwork/711.4.6 Darwin/14.0.0"
"com.duuro.gta-guide","GTA%20Guide/5 CFNetwork/711.4.6 Darwin/14.0.0"
"com.meenwho.arabicversion","GeoServices/982.64 CFNetwork/711.4.6 Darwin/14.0.0"
"com.meenwho.arabicversion","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.meenwho.arabicversion","32D3HDY95Q.com.meenwho.arabicversion"
"org.lds.ensign","Mozilla/5.0 (iPad; U; CPU iPhone OS 8_4 like Mac OS X; en-CA) LDS Ensign/32.3.0.25.100260"
"org.lds.ensign","LDS%20Ensign/32.3.0.25.100260 CFNetwork/711.4.6 Darwin/14.0.0"
"org.lds.ensign","MobileAsset/1.1"
"org.lds.ensign","securityd (unknown version) CFNetwork/711.4.6 Darwin/14.0.0"
"com.paychex.paychexmobile","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.wdtinc.kwtv","KWTV/3459 CFNetwork/711.4.6 Darwin/14.0.0"
"com.wdtinc.kwtv","Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.yinzcam.49ersgamedaylive","49ers/12 CFNetwork/711.4.6 Darwin/14.0.0"
"com.yinzcam.49ersgamedaylive","49ers/3.5 (iPad; iOS 8.4; Scale/2.00)"
"com.yinzcam.49ersgamedaylive","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X; en-CA)"
"com.yinzcam.49ersgamedaylive","AppleCoreMedia/1.0.0.12H143 (iPad; U; CPU OS 8_4 like Mac OS X; en_us)"
"com.yinzcam.49ersgamedaylive","Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.vivinte.freearabicazan","freeArabicAzan/430 CFNetwork/711.4.6 Darwin/14.0.0"
"com.vivinte.freearabicazan","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.vivinte.freearabicazan","enAzanFree2 copy/4.3 (iPad; iOS 8.4; Scale/2.00)"
"com.bluefinengineering.ios.marineweather","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.bluefinengineering.ios.marineweather","Marine%20Weather/2.0 CFNetwork/711.4.6 Darwin/14.0.0"
"com.antediem.sportsmanias","Sportsmanias/26 CFNetwork/711.4.6 Darwin/14.0.0"
"com.munchery.mobile","Muncheredux/251 CFNetwork/711.4.6 Darwin/14.0.0"
"com.munchery.mobile","GeoServices/982.64 CFNetwork/711.4.6 Darwin/14.0.0"
"com.munchery.mobile","V727DT542B.com.munchery.mobile"
"com.everydayasl.basic","ASL!/1.1 CFNetwork/711.4.6 Darwin/14.0.0"
"com.everydayasl.basic","Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.hgtviphone","BRNetworking/5.1.0.54 (iPad;iPhone OS-8.4)"
"com.hgtviphone","HGTV%20Watch/5.1.0.54 CFNetwork/711.4.6 Darwin/14.0.0"
"com.hgtviphone","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X; en-CA)"
"com.hgtviphone","AppStore/2.0 iOS/8.4 model/iPad4,4 build/12H143 (5; dt:103)"
"6f68888n5z.us.pandav.iwmata","Embark%20DC%20Metro/772 CFNetwork/711.4.6 Darwin/14.0.0"
"com.pilottravelcentersllc.pfjllmobileapp","PFJLLMobileApp/1.7.8 CFNetwork/711.4.6 Darwin/14.0.0"
"com.pilottravelcentersllc.pfjllmobileapp","GeoServices/982.64 CFNetwork/711.4.6 Darwin/14.0.0"
"com.pilottravelcentersllc.pfjllmobileapp","645SMLZ3JJ.com.pilottravelcentersllc.PFJLLMobileApp"
"com.pilottravelcentersllc.pfjllmobileapp","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.nhncorp.naverbooks","nApps(iPhone OS 8.4;iPad; books; 1.5.1.3)"
"com.nhncorp.naverbooks","NaverBooks/1.5.1.3 CFNetwork/711.4.6 Darwin/14.0.0"
"com.nhncorp.naverbooks","Books/1.5.1.3"
"com.nhncorp.naverbooks","NaverBooks/1.5.1.3 (iPhone OS 8.4; iPad) #Books_iPad"
"com.elsevier.gcr.nclexlite","securityd (unknown version) CFNetwork/711.4.6 Darwin/14.0.0"
"com.elsevier.gcr.nclexlite","itunescloudd (unknown version) CFNetwork/711.4.6 Darwin/14.0.0"
"com.scotthamilton.dailybibleverses","dailybibleverses/1.0 CFNetwork/711.4.6 Darwin/14.0.0"
"com.scotthamilton.dailybibleverses","MobileAsset/1.1"
"com.scotthamilton.dailybibleverses","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
"com.scotthamilton.dailybibleverses","MobileSafari/600.1.4 CFNetwork/711.4.6 Darwin/14.0.0"
"com.go.abclocal.wpvi.weather","WPVI 3.0.2 (iPhone OS 8.4 - iPad, com.go.abclocal.wpvi.weather)"
"com.go.abclocal.wpvi.weather","WPVI/537 CFNetwork/711.4.6 Darwin/14.0.0"
"com.go.abclocal.wpvi.weather","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X; en-CA)"
"com.go.abclocal.wpvi.weather","Mozilla/5.0 (iPad4,4; iOS 8.4) FreeWheelAdManager/5.15.0-r10563-201406220253;com.go.abclocal.wpvi.weather WPVI/537"
"com.go.abclocal.wpvi.weather","Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.learnvest.learnvest-ios","LearnVest/186 CFNetwork/711.4.6 Darwin/14.0.0"
"com.learnvest.learnvest-ios","LearnVest/186"
"com.learnvest.learnvest-ios","securityd (unknown version) CFNetwork/711.4.6 Darwin/14.0.0"
"com.learnvest.learnvest-ios","LearnVest/186 (iPad; iOS 8.4; Scale/2.00)"
"com.disney.radiodisney","Radio%20Disney/6.1.20150212.1 CFNetwork/711.4.6 Darwin/14.0.0"
"com.disney.radiodisney","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X; en-CA)"
"com.disney.radiodisney","FreeStreamer/2.8.0 (iOS 8.4)"
"com.disney.radiodisney","Mozilla/5.0 (iPad4,4; iOS 8.4) FreeWheelAdManager/5.19.3-r10764-201502091010;com.disney.RadioDisney Radio Disney/6.1.20150212.1"
"com.disney.radiodisney","Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143"
"com.disney.radiodisney","AppleCoreMedia/1.0.0.12H143 (iPad; U; CPU OS 8_4 like Mac OS X; en_us)"
"net.veronasolutions.usatidesfree","TideDataFree/1.61 CFNetwork/711.4.6 Darwin/14.0.0"
